game_id,game_name,developer_name,package_name,genre,sub_genre,monetization_model,contains_ads,has_in_app_purchases,multiplayer_support,age_rating,art_style,engine_used,region_focus,publisher_tier,event_theme,release_date,soft_launch_date,last_update_date,was_featured_on_store,featured_start_date,featured_end_date,price_usd,downloads,retention_day1_pct,retention_day7_pct,retention_day30_pct,active_users_30d,avg_session_minutes,avg_daily_sessions,crash_rate_pct,apk_size_mb,update_frequency_days,rating_avg,rating_count,review_count,marketing_spend_usd,cpi_usd,conversion_to_payer_pct,ad_impressions_per_user,ad_revenue_share_pct,iap_revenue_share_pct,arpu_usd,arppu_usd,wishlist_prelaunch,total_revenue_usd,is_weekend_release,has_seasonal_event,cross_platform_available,cloud_save_support,is_hit_game,post_30d_revenue_usd,post_30d_rating_count,featured_duration_days,store_platform,country_code_primary,row_checksum_id
9826,Game_9826_World,Studio_205,com.studio732.game9826,Action,Fighting,Freemium,Yes,Yes,,Everyone,2D Cartoon,Unity,India,AAA,,2020-11-11,2020-06-02,2020-12-01,True,2020-12-25,2020-12-30,0.0,1437663,31.02,21.92,9.16,109346,29.57,4.44,3.3,186.89,37.0,3.58,145663,120083,,1.06,5.05,46.37,54.36,51.29,0.57,8.22,1742,611999.41,False,False,True,False,1,718989.52,118144,5.0,Android,BR,CHK_109825
6436,Game_6436_Legends,Studio_1561,com.studio223.game6436,Action,Battle Royale,Free,No,No,,Teen,3D Realistic,Unity,Global,Mid-size,,2020-09-25,2020-04-10,2021-12-10,False,,,0.0,655475,45.68,21.04,5.33,21073,28.05,3.21,4.2,294.27,24.0,3.31,32280,23385,107141.47,1.05,0.1,0.34,3.42,94.67,0.43,2.44,143,1620.85,False,False,False,False,0,1308.69,45017,,Android,IN,CHK_106435
8458,Game_8458_Tycoon,Studio_244,com.studio606.game8458,Puzzle,Word,Freemium,Yes,Yes,Online,Teen,Minimalist,Unity,Global,Indie,,2022-01-08,2021-07-14,2022-11-14,False,,,0.0,9345,47.3,17.2,4.69,362,11.07,1.83,3.42,315.85,53.0,3.59,640,475,1713.58,0.66,2.3,24.15,20.58,82.0,0.97,6.28,359,1376.02,True,False,False,True,0,1599.92,941,,Android,IN,CHK_108457
5849,Game_5849_Tycoon,Studio_1809,com.studio1789.game5849,Casual,Party Game,Free,Yes,No,,Everyone,2D Cartoon,Unity,Europe,AAA,,2023-10-23,2023-08-31,2025-07-02,False,,,0.0,1430113,34.33,22.52,13.65,134553,14.43,4.23,2.02,219.01,31.0,3.51,114110,74258,27586.59,0.45,0.1,38.42,71.65,33.43,0.95,3.51,1761,20528.28,False,False,False,True,0,15426.97,117633,,Android,IN,CHK_105848
6437,Game_6437_Arena,Studio_1657,com.studio1828.game6437,Action,Fighting,Freemium,Yes,No,Both,Teen,3D Realistic,Unity,Global,Mid-size,IPL,2018-04-17,,2019-04-04,False,,,0.0,359307,19.12,11.6,6.16,26633,16.31,4.05,0.1,203.6,33.0,3.25,35588,21979,15102.48,0.83,2.04,40.5,36.91,69.22,1.44,21.37,370,159875.08,False,True,False,True,0,122059.82,36391,,Android,US,CHK_106436
8849,Game_8849_Rush,Studio_1276,com.studio1569.game8849,Puzzle,Physics Puzzle,Freemium,Yes,Yes,,Everyone,3D Realistic,Unreal,LATAM,Indie,,2021-09-01,2021-06-16,2022-10-05,True,2021-11-04,,0.0,69977,30.46,14.4,7.18,6132,13.58,2.74,3.21,128.26,23.0,3.19,6827,5607,1702.75,0.27,7.01,49.37,81.81,12.46,0.87,8.95,834,44811.43,False,False,False,False,0,48151.5,8603,,Android,US,CHK_108848
878,Game_878_Saga,Studio_117,com.studio1878.game878,Puzzle,Word,Paid,Yes,No,Both,Teen,3D Realistic,Godot,US,Mid-size,,2020-07-13,2020-05-10,2021-11-25,False,,,1.64,236414,30.13,14.66,4.02,7641,16.77,3.27,2.78,247.83,85.0,3.41,5027,3278,12064.31,0.79,8.22,30.6,38.22,63.36,0.78,9.48,2319,489427.9,False,False,False,True,0,368478.03,6850,,Android,IN,CHK_100877
8257,Game_8257_Quest,Studio_517,com.studio112.game8257,Action,Fighting,Paid,Yes,Yes,Online,Everyone,Pixel,Unity,LATAM,Indie,Halloween,2023-02-07,2022-10-05,2024-07-31,False,,,4.27,193058,24.51,17.2,9.45,24913,24.2,3.52,4.53,281.26,51.0,3.82,14470,9730,17467.56,0.78,8.52,20.37,61.14,35.55,1.26,,629,999947.49,False,True,False,True,0,773383.04,13734,,Android,IN,CHK_108256
197,Game_197_Saga,Studio_1017,com.studio30.game197,Casual,Party Game,Free,Yes,Yes,Local,Teen,Minimalist,Unity,Europe,Mid-size,,2018-12-13,,2019-01-03,False,,,0.0,63978,26.64,16.89,9.94,6522,11.65,1.58,4.02,357.6,28.0,3.61,4257,1764,523.31,1.39,4.47,37.97,45.64,54.43,0.6,2.17,265,6948.72,False,False,False,True,0,6758.67,3503,,Android,IN,CHK_100196
9892,Game_9892_Tycoon,Studio_666,com.studio1380.game9892,Action,Endless Runner,Freemium,No,Yes,Online,Teen,2D Cartoon,Unity,Global,Unknown,IPL,2024-03-11,2023-11-16,2025-07-30,True,2024-06-13,2024-06-29,0.0,757334,23.43,11.11,3.84,30892,11.97,2.34,2.62,175.52,22.0,3.96,19514,10294,175728.99,0.48,6.7,15.24,4.51,95.86,1.2,16.93,4868,860463.91,False,True,True,False,0,866199.71,23515,16.0,Android,IN,CHK_109891
8409,Game_8409_Legends,Studio_317,com.studio310.game8409,Racing,Drag Racing,Free,Yes,No,Both,Everyone,2D Cartoon,Godot,SEA,Indie,,2022-11-18,2022-10-28,2024-04-27,False,,,0.0,47997,31.04,15.1,8.74,5622,19.62,3.64,3.64,230.69,25.0,3.52,4635,2508,3207.36,,0.1,25.64,47.39,43.45,0.23,2.71,156,562.52,False,False,False,True,0,464.93,3802,,Android,IN,CHK_108408
6496,Game_6496_Dash,Studio_929,com.studio854.game6496,Strategy,4X,Freemium,No,Yes,,Everyone,3D Realistic,Custom,Global,Indie,,2022-12-13,2022-09-09,2023-05-23,False,,,0.0,146346,36.91,19.62,10.34,11997,24.06,4.6,5.18,266.24,28.0,3.54,3107,2479,1945.62,0.05,4.94,1.62,0.15,98.86,2.11,17.23,422,124622.46,False,False,False,True,0,140033.93,4518,,Android,IN,CHK_106495
2998,Game_2998_Quest,Studio_245,com.studio2186.game2998,Casual,Idle Clicker,Freemium,Yes,Yes,Both,Everyone,Minimalist,Unity,SEA,Unknown,,2022-03-06,2021-12-27,2022-09-09,True,2022-06-11,2022-06-19,0.0,407078,14.4,8.33,4.07,15615,14.16,4.65,2.73,233.55,3.0,3.68,47069,27647,20231.12,0.06,5.66,21.67,57.21,40.29,0.57,4.37,873,101702.62,True,False,False,True,0,114814.57,52500,8.0,Android,IN,CHK_102997
2572,Game_2572_Quest,Studio_360,com.studio191.game2572,Puzzle,Physics Puzzle,Freemium,Yes,No,Local,Everyone,Anime,Unity,US,Indie,,2022-01-01,2021-09-09,2022-04-14,False,,,0.0,263149,24.52,14.6,6.19,17484,7.93,2.26,1.96,67.41,24.0,3.56,6628,3246,51414.19,1.17,4.03,35.03,40.31,56.35,0.3,1.13,1848,13820.94,True,False,True,False,0,14635.85,9354,,Android,IN,CHK_102571
8469,Game_8469_World,Studio_2025,com.studio80.game8469,Casual,Hypercasual,Freemium,Yes,Yes,Online,Everyone,3D Realistic,Unity,Europe,Unknown,Christmas,2020-10-03,,2022-05-02,True,2021-01-25,2021-02-18,0.0,59396,16.37,11.0,3.61,1306,20.4,3.83,3.04,55.93,65.0,4.0,4254,1808,4464.32,0.72,5.45,47.85,80.09,19.54,0.56,6.29,506,20548.72,True,True,False,True,0,22623.13,6363,24.0,Android,US,CHK_108468
7479,Game_7479_Quest,Studio_1544,com.studio692.game7479,Action,Shooter,Free,No,No,Online,Everyone,Anime,Unity,SEA,Unknown,Halloween,2020-08-29,2020-06-14,2022-06-23,False,,,0.0,65210,24.97,9.11,3.28,2095,22.36,1.96,1.75,41.62,35.0,3.35,6432,3989,4019.85,1.24,1.31,0.0,0.66,100.0,0.18,2.28,419,1947.69,True,True,False,True,0,1250.52,7677,,Android,IN,CHK_107478
8764,Game_8764_Quest,Studio_1661,com.studio682.game8764,Simulation,City Builder,Subscription,Yes,No,Both,Teen,3D Realistic,Unity,US,Unknown,,2018-11-16,2018-05-22,2019-07-16,False,,,4.33,48752,33.22,15.93,5.35,3483,32.07,3.99,3.57,184.57,42.0,3.48,4270,2843,3576.77,0.5,2.03,31.27,38.22,57.13,0.38,3.81,2926,122701.62,False,False,True,True,0,102544.46,6001,,Android,IN,CHK_108763
9510,Game_9510_Rush,Studio_27,com.studio1059.game9510,Action,Fighting,Free,Yes,Yes,,Teen,2D Cartoon,Godot,Europe,Mid-size,Christmas,2023-08-18,2023-03-23,2023-09-28,False,,,0.0,74491,24.95,16.74,6.57,3837,27.97,3.21,3.53,208.81,34.0,3.35,1921,1466,8619.27,0.88,5.25,26.99,67.19,34.23,1.19,9.21,1854,36328.94,False,True,False,False,0,28403.21,2050,,Android,IN,CHK_109509
6373,Game_6373_Tycoon,Studio_299,com.studio2033.game6373,Sports,Football,Paid,Yes,Yes,,Teen,3D Realistic,Unity,Europe,Indie,,2020-03-26,2019-11-20,2020-11-20,False,,,3.14,34566,33.89,17.7,5.35,2514,11.63,4.53,3.04,76.12,47.0,3.41,3948,3173,257.95,0.59,12.93,17.71,84.17,15.14,1.69,24.44,1727,176604.08,False,False,False,False,0,196299.04,3662,,Android,IN,CHK_106372
7628,Game_7628_Arena,Studio_1944,com.studio2148.game7628,Casual,Party Game,Freemium,Yes,Yes,,Everyone,Anime,Unity,Global,Mid-size,Summer Fest,2020-10-18,,2021-04-27,True,2021-02-19,2021-03-17,0.0,127049,25.07,17.86,11.8,14700,9.15,3.7,4.63,15.0,22.0,4.21,3744,1587,11897.72,1.28,3.4,21.14,49.85,49.33,0.69,4.35,2983,19722.82,True,True,False,True,0,21530.2,4858,26.0,Android,BR,CHK_107627
7934,Game_7934_Tycoon,Studio_770,com.studio1208.game7934,Action,Shooter,Free,Yes,Yes,Online,Everyone,2D Cartoon,Unity,US,Mid-size,Summer Fest,2024-07-22,2024-04-02,2025-05-18,False,,,0.0,225508,13.51,7.63,2.05,5124,21.4,4.44,1.73,377.41,23.0,3.18,12236,9883,,0.74,3.4,21.4,36.57,62.55,1.08,,1281,85359.01,False,True,True,True,0,55765.16,16900,,Android,IN,CHK_107933
8065,Game_8065_Quest,Studio_917,com.studio509.game8065,Sports,Cricket,Free,Yes,No,,Teen,3D Realistic,Custom,Global,Indie,,2021-06-18,2021-03-31,2022-05-04,False,,,0.0,325441,27.53,15.72,4.25,11751,12.68,2.78,4.6,199.24,20.0,3.6,28977,16595,,0.79,3.46,48.38,30.86,73.23,0.35,,3750,20622.77,False,True,False,True,0,17327.53,28400,,Android,IN,CHK_108064
2869,Game_2869_Legends,Studio_1828,com.studio1349.game2869,Action,Shooter,Freemium,No,No,,Everyone,Pixel,Godot,US,Unknown,,2022-01-13,2021-11-20,2023-12-10,False,,,0.0,102049,40.4,24.04,6.61,5142,9.96,6.51,0.36,228.99,64.0,3.56,9519,4184,3775.63,0.67,3.61,14.73,6.09,92.25,0.45,2.95,377,11094.93,False,False,True,False,0,11056.56,12668,,Android,IN,CHK_102868
2719,Game_2719_World,Studio_1228,com.studio884.game2719,Strategy,Auto Chess,Freemium,Yes,No,Online,Teen,Anime,Unity,LATAM,Mid-size,,2022-01-01,2021-09-16,2023-07-16,False,,,0.0,43612,13.07,5.23,2.09,640,19.31,1.94,2.41,132.05,25.0,2.88,4054,1984,4879.45,0.85,3.78,22.32,48.07,49.73,0.63,7.13,753,11796.9,True,False,True,False,0,13125.39,3720,,Android,IN,CHK_102718
8791,Game_8791_Rush,Studio_1250,com.studio521.game8791,Action,Battle Royale,Freemium,Yes,No,Online,Everyone,3D Realistic,Unreal,Global,Mid-size,,2019-04-28,2019-04-07,2019-05-30,True,2019-05-10,2019-05-16,0.0,611502,29.87,13.23,7.57,30826,3.0,3.51,0.99,258.07,17.0,3.66,23671,10781,9828.36,0.79,0.48,40.65,42.68,57.81,0.08,0.75,3894,5960.64,True,False,True,True,0,4636.37,29622,6.0,Android,IN,CHK_108790
6311,Game_6311_Rush,Studio_446,com.studio794.game6311,Action,Shooter,Free,No,No,Both,Everyone,3D Realistic,Unity,Europe,Mid-size,,2023-03-28,2022-12-28,2023-07-09,True,,2023-04-23,0.0,40486,27.32,19.9,9.06,2418,27.9,3.51,5.85,219.18,50.0,3.16,1574,875,3517.68,0.71,6.51,0.0,8.96,100.0,0.66,3.86,1077,10173.56,False,False,False,True,0,7350.11,2259,,Android,IN,CHK_106310
3379,Game_3379_Quest,Studio_1365,com.studio554.game3379,Action,Shooter,Free,Yes,Yes,,Everyone,Minimalist,Unity,SEA,Unknown,,2019-11-28,2019-08-18,2020-06-23,False,,,0.0,15907,22.02,9.69,3.61,477,29.46,0.7,4.61,113.07,64.0,3.23,1028,482,965.63,0.71,4.25,31.78,71.37,35.47,0.91,12.31,225,8367.62,False,False,False,True,0,5033.54,1101,,Android,BR,CHK_103378
3064,Game_3064_Arena,Studio_405,com.studio2087.game3064,RPG,Dungeon Crawler,Free,Yes,No,Online,Mature 17+,3D Realistic,Unity,LATAM,Unknown,,2025-10-27,2025-09-08,2026-12-30,True,2025-11-03,,0.0,208551,27.56,12.46,7.31,12924,30.58,5.39,0.1,139.82,23.0,4.28,8391,4540,10969.0,0.79,4.9,19.56,84.48,16.81,0.52,6.3,976,65138.07,False,False,False,False,0,48037.85,9491,,Android,IN,CHK_103063
7615,Game_7615_Saga,Studio_549,com.studio1125.game7615,Action,Endless Runner,Freemium,Yes,Yes,Online,Teen,Anime,Unity,India,Unknown,,2024-09-21,2024-04-20,2025-03-18,False,,,0.0,169631,31.03,11.76,4.43,7799,12.32,0.5,4.74,189.54,27.0,3.39,14097,6280,10982.82,1.41,4.9,34.72,70.48,29.31,2.2,23.09,256,192734.55,True,False,True,True,0,218404.23,17623,,Android,IN,CHK_107614
8465,Game_8465_Dash,Studio_1231,com.studio358.game8465,Puzzle,Word,Paid,No,Yes,Local,Everyone,Minimalist,Unity,Europe,Indie,,2023-09-25,,2024-02-29,True,2023-11-08,2023-11-28,1.77,67182,34.2,17.26,10.13,5164,11.52,3.14,3.29,45.88,50.0,3.72,6287,3086,835.0,1.29,11.7,3.38,8.51,100.0,0.63,3.37,2649,94650.0,False,False,False,False,0,102758.18,6073,20.0,Android,IN,CHK_108464
2683,Game_2683_Tycoon,Studio_582,com.studio1841.game2683,Action,Battle Royale,Free,Yes,No,Both,Teen,2D Cartoon,Unity,Europe,Indie,Halloween,2018-08-17,,2020-07-03,False,,,0.0,37989,34.49,16.38,8.74,3365,28.27,4.13,2.85,148.86,33.0,3.71,2006,1569,1620.69,0.89,2.28,25.94,49.57,58.07,1.13,14.56,414,12873.0,False,True,False,False,0,10346.93,1935,,Android,IN,CHK_102682
5045,Game_5045_Quest,Studio_921,com.studio838.game5045,Action,Battle Royale,Freemium,No,Yes,Local,Everyone,Minimalist,Custom,US,Indie,,2019-12-02,2019-09-07,2021-03-24,True,2019-12-10,2019-12-14,0.0,447012,30.4,19.25,6.4,23603,17.93,3.19,2.23,51.89,39.0,3.89,19306,14181,11390.88,1.06,9.71,6.26,5.51,90.15,1.15,11.54,2737,501335.41,False,False,False,True,0,369661.54,19413,4.0,Android,IN,CHK_105044
3598,Game_3598_Rush,Studio_230,com.studio819.game3598,Action,Shooter,Freemium,Yes,Yes,Online,Teen,2D Cartoon,Unity,Europe,AAA,,2023-12-15,2023-07-16,2024-12-02,False,,,0.0,57432,22.8,8.66,5.03,3535,30.7,2.97,3.85,222.31,22.0,3.58,2162,1679,564.81,0.36,2.1,9.55,63.39,32.99,0.74,5.99,2173,7325.65,False,False,True,False,0,8602.53,2209,,Android,IN,CHK_103597
7862,Game_7862_Saga,Studio_1089,com.studio1403.game7862,RPG,Idle RPG,Freemium,Yes,No,Both,Everyone,2D Cartoon,Unity,LATAM,Mid-size,,2019-11-15,2019-09-07,2020-06-06,True,2019-11-18,2019-12-17,0.0,139082,24.04,13.12,6.6,8336,28.79,5.78,2.79,198.99,3.0,3.85,12844,8879,6417.2,0.86,4.51,53.32,36.26,69.3,0.08,0.5,1411,4469.73,False,False,True,False,0,3603.83,13309,29.0,Android,IN,CHK_107861
4506,Game_4506_Legends,Studio_1908,com.studio918.game4506,Action,Shooter,Subscription,Yes,Yes,Online,Mature 17+,Pixel,Unreal,Europe,Mid-size,,2018-09-04,,2019-12-02,True,2019-01-21,2019-02-10,4.82,526641,26.71,15.04,4.75,18255,14.33,3.36,1.15,273.5,36.0,3.82,55953,22280,35771.27,1.08,5.29,28.29,74.81,29.56,2.11,9.24,660,2096443.61,False,False,False,False,0,1609218.59,68527,20.0,Android,IN,CHK_104505
219,Game_219_Dash,Studio_1920,com.studio1391.game219,Puzzle,Word,Subscription,Yes,Yes,,Everyone,3D Realistic,Godot,India,Indie,,2024-07-10,2024-03-06,2025-07-05,False,,,2.21,385862,34.93,20.89,11.49,39426,19.58,6.04,0.53,275.82,38.0,4.0,19764,12862,25629.42,0.29,4.02,25.08,83.15,8.81,0.45,5.86,793,601170.82,False,False,True,False,0,705032.26,20918,,Android,IN,CHK_100218
6596,Game_6596_World,Studio_75,com.studio804.game6596,Simulation,City Builder,Freemium,No,No,Online,Teen,Minimalist,Unity,US,Indie,,2019-06-25,2019-02-11,2020-01-02,True,2019-08-09,2019-09-06,0.0,1767071,38.06,21.51,9.2,113862,19.03,2.86,3.22,313.89,45.0,3.18,127583,97269,8697.25,1.04,0.16,12.91,1.84,95.0,0.88,8.17,3821,27509.03,False,False,False,True,0,23762.13,179946,28.0,Android,BR,CHK_106595
3949,Game_3949_Quest,Studio_923,com.studio1198.game3949,RPG,MMORPG,Freemium,Yes,Yes,,Everyone,3D Realistic,Unity,LATAM,Indie,Christmas,2020-05-04,,2021-05-11,False,,,0.0,10442,36.82,16.37,10.15,825,28.13,3.08,0.89,190.4,39.0,4.03,753,611,34.36,0.36,3.41,33.23,40.83,57.74,1.2,16.06,263,5800.76,False,True,False,True,0,6897.53,983,,Android,BR,CHK_103948
4609,Game_4609_Saga,Studio_1554,com.studio1113.game4609,Action,Endless Runner,Freemium,No,Yes,,Teen,Minimalist,Custom,Global,Indie,,2019-01-17,2018-12-05,2020-02-08,True,2019-03-14,,0.0,925045,19.77,14.13,6.28,54587,24.91,2.89,2.31,215.74,35.0,3.82,65721,43579,21255.02,1.49,4.94,19.1,0.68,98.67,0.95,11.71,236,538242.32,False,False,False,False,0,482908.87,83822,,Android,IN,CHK_104608
2544,Game_2544_Quest,Studio_387,com.studio118.game2544,Puzzle,Physics Puzzle,Freemium,Yes,No,Both,Everyone,2D Cartoon,Unity,Europe,Unknown,Christmas,2023-05-29,2023-04-13,2025-02-23,True,2023-08-07,2023-08-15,0.0,593254,33.62,14.6,9.72,68139,17.0,2.93,0.1,174.02,72.0,4.11,28601,14881,135415.28,0.89,3.69,26.79,84.4,16.49,1.45,6.43,955,146235.93,False,True,False,False,0,112950.86,35363,8.0,Android,IN,CHK_102543
3062,Game_3062_Tycoon,Studio_2039,com.studio1281.game3062,Strategy,Tower Defense,Subscription,Yes,Yes,,Everyone,3D Realistic,Unity,Global,Indie,,2024-01-09,2023-12-15,2024-03-28,False,,,0.73,247100,28.8,15.65,8.73,22557,20.29,0.99,2.16,146.68,15.0,3.41,24443,10480,11195.29,0.66,2.07,44.62,83.92,20.25,0.97,11.14,348,196995.55,False,False,False,False,0,170654.56,19780,,Android,IN,CHK_103061
1245,Game_1245_World,Studio_700,com.studio1252.game1245,Puzzle,Sudoku,Free,No,Yes,Online,Mature 17+,3D Realistic,Unreal,Europe,Indie,,2021-12-02,2021-07-16,2022-06-07,False,,,0.0,150546,35.03,21.5,6.04,10968,15.16,3.99,2.56,197.09,39.0,3.04,3340,2776,5230.21,1.53,7.35,1.59,6.39,100.0,1.17,12.92,4528,143013.81,False,False,False,False,0,154067.71,3578,,Android,IN,CHK_101244
421,Game_421_Saga,Studio_1366,com.studio1852.game421,Action,Shooter,Freemium,Yes,Yes,,Mature 17+,Pixel,Unity,US,Mid-size,,2020-09-13,2020-04-19,2022-06-19,False,,,0.0,174552,17.41,6.93,3.29,4576,25.09,2.17,4.14,60.08,28.0,3.29,11007,7438,14511.84,0.59,3.85,32.43,81.53,21.07,0.76,9.98,1728,67513.31,True,False,False,True,0,59738.59,12024,,Android,IN,CHK_100420
9016,Game_9016_Quest,Studio_158,com.studio1648.game9016,Puzzle,Word,Freemium,Yes,Yes,,Teen,Minimalist,Unity,India,Mid-size,,2025-09-20,2025-06-30,2026-05-15,False,,,0.0,10733,34.14,13.21,3.37,260,25.64,4.39,3.3,298.94,11.0,3.56,227,166,576.31,1.02,9.53,38.33,41.31,56.65,1.18,6.19,18009,6361.37,True,False,True,True,0,6622.48,247,,Android,US,CHK_109015
6444,Game_6444_Quest,Studio_13,com.studio1560.game6444,Casual,Idle Clicker,Subscription,Yes,No,Online,Teen,Minimalist,Godot,India,Indie,Halloween,2020-12-19,2020-11-20,2022-09-08,True,2021-01-08,2021-01-12,2.75,292633,22.25,11.56,3.94,8761,4.65,2.94,2.52,223.46,15.0,3.73,21154,9079,9809.53,0.79,0.96,24.84,42.18,66.29,1.13,6.74,2328,491934.59,True,True,False,False,0,464337.43,19112,4.0,Android,IN,CHK_106443
2059,Game_2059_Rush,Studio_871,com.studio239.game2059,Casual,Hypercasual,Free,Yes,Yes,Online,Everyone,Minimalist,Unity,Europe,Indie,,2024-05-06,,2025-10-23,True,2024-08-21,2024-09-09,0.0,11064,33.28,12.2,3.77,463,23.28,1.94,0.74,200.28,61.0,4.11,953,795,646.33,1.25,3.33,34.54,60.2,38.97,1.27,18.88,1548,7003.96,False,False,False,True,0,6471.5,800,19.0,Android,IN,CHK_102058
8625,Game_8625_Rush,Studio_61,com.studio929.game8625,Action,Fighting,Paid,No,Yes,,Mature 17+,Anime,Unity,Europe,Indie,IPL,2020-07-13,2020-06-14,2021-03-11,False,,,1.94,9697,38.58,26.44,15.44,1815,22.52,3.51,3.68,169.21,42.0,3.83,1068,384,,0.8,11.06,21.06,3.56,99.9,0.55,7.53,731,22566.33,False,True,False,True,0,22538.28,1372,,Android,IN,CHK_108624
6654,Game_6654_Quest,Studio_1931,com.studio1074.game6654,Simulation,City Builder,Freemium,Yes,Yes,,Everyone,Pixel,Unity,LATAM,AAA,,2018-05-19,2018-01-26,2019-11-05,True,2018-08-12,2018-08-20,0.0,162710,33.09,21.19,10.18,16678,17.67,1.41,5.39,190.35,55.0,3.64,6628,3943,,0.54,2.51,36.2,76.13,19.24,0.71,2.23,929,10918.6,True,False,False,False,0,9044.74,6061,8.0,Android,IN,CHK_106653
7255,Game_7255_Quest,Studio_582,com.studio1417.game7255,Simulation,City Builder,Freemium,Yes,Yes,,Everyone,Anime,Unity,US,Indie,Summer Fest,2019-07-20,2019-05-21,2020-11-12,False,,,0.0,34562,35.61,15.21,9.86,4651,15.79,3.53,4.18,312.33,46.0,3.12,1951,1429,,0.91,7.77,9.11,24.63,70.31,0.48,2.31,658,6330.54,True,True,True,False,0,7003.62,2128,,Android,IN,CHK_107254
5303,Game_5303_Arena,Studio_1358,com.studio1337.game5303,Puzzle,Sudoku,Freemium,No,Yes,Online,Everyone,Anime,Unity,US,Indie,,2023-06-30,2023-02-18,2025-05-03,False,,,0.0,5051,24.88,16.84,5.15,218,17.03,3.22,4.23,98.23,30.0,3.37,186,137,466.13,0.8,6.38,1.71,7.26,86.43,1.11,3.66,1558,1180.57,False,False,False,False,0,1177.35,274,,Android,IN,CHK_105302
1167,Game_1167_Saga,Studio_1086,com.studio1630.game1167,Puzzle,Physics Puzzle,Freemium,Yes,Yes,Both,Everyone,3D Realistic,Unity,Europe,AAA,,2020-06-11,2020-02-27,2020-08-09,True,2020-08-04,2020-08-28,0.0,76289,46.85,30.38,8.43,8872,14.1,3.28,5.27,115.77,36.0,3.51,8754,6097,930.03,0.83,3.53,28.7,68.73,38.83,3.6,45.73,544,123914.85,False,False,True,True,0,122528.88,8072,24.0,Android,IN,CHK_101166
255,Game_255_Quest,Studio_1244,com.studio1328.game255,Action,Endless Runner,Free,No,Yes,Online,Everyone,3D Realistic,Custom,Global,Unknown,Summer Fest,2018-02-09,2017-10-29,2019-02-16,True,2018-02-24,2018-03-05,0.0,1016109,15.02,5.59,2.63,35395,18.94,2.3,3.48,253.34,39.0,3.83,62893,33817,73937.03,0.76,5.4,0.0,2.81,92.38,1.92,21.25,2196,1165985.08,False,True,False,False,0,1208040.82,66672,9.0,Android,IN,CHK_100254
416,Game_416_Dash,Studio_1297,com.studio1060.game416,Sports,Football,Freemium,No,No,Both,Everyone,3D Realistic,Unity,Europe,Indie,,2022-04-08,2022-03-24,2023-11-28,False,,,0.0,84938,40.43,18.48,7.47,3945,13.01,2.89,2.56,242.42,53.0,3.39,9658,3997,6803.8,0.83,5.73,12.82,9.0,88.77,0.85,11.2,480,54661.54,False,False,False,True,0,57144.58,10049,,Android,IN,CHK_100415
5689,Game_5689_Saga,Studio_277,com.studio1116.game5689,Casual,Hypercasual,Freemium,Yes,Yes,Online,Everyone,Minimalist,Unity,India,Mid-size,,2024-08-22,2024-04-11,2025-04-22,False,,,0.0,73806,31.53,21.78,15.23,11214,7.94,2.59,4.97,301.91,53.0,3.37,4410,2106,2140.17,1.3,5.42,27.61,78.65,14.1,0.83,5.33,4051,22250.38,False,False,True,False,0,15863.82,5855,,Android,IN,CHK_105688
9317,Game_9317_Arena,Studio_1926,com.studio1200.game9317,Casual,Hypercasual,Subscription,No,Yes,,Teen,Anime,Godot,SEA,Mid-size,IPL,2018-12-01,2018-10-23,2019-08-24,False,,,5.03,543482,40.68,14.89,5.44,29541,8.74,4.38,1.05,259.24,52.0,3.62,56379,25352,25409.52,0.9,4.07,13.33,5.57,97.73,0.91,8.29,809,2159924.35,True,True,False,False,0,2469767.86,72874,,Android,IN,CHK_109316
3853,Game_3853_Saga,Studio_1800,com.studio155.game3853,Puzzle,Match-3,Freemium,Yes,No,,Everyone,Anime,Unity,India,Unknown,,2019-04-11,2019-03-21,2020-05-07,False,,,0.0,65169,36.6,22.73,9.53,4252,22.73,3.68,1.34,138.63,41.0,3.9,6079,5045,5750.82,1.03,2.95,28.42,27.87,74.44,0.7,7.21,2784,14223.65,False,False,False,True,0,16590.39,7843,,Android,US,CHK_103852
4706,Game_4706_World,Studio_2161,com.studio316.game4706,Racing,Arcade Racing,Freemium,Yes,Yes,Online,Mature 17+,3D Realistic,Godot,SEA,Indie,,2024-03-18,2023-12-11,2025-01-25,False,,,0.0,160534,36.33,14.39,6.94,12479,8.23,3.01,3.08,249.14,19.0,3.29,8092,4298,5815.32,0.83,2.67,19.65,38.08,58.78,1.42,19.85,286,85817.85,False,False,True,True,0,86633.83,12008,,Android,IN,CHK_104705
760,Game_760_Rush,Studio_2027,com.studio792.game760,Strategy,Auto Chess,Free,Yes,Yes,Online,Everyone,Anime,Unreal,SEA,Indie,,2018-02-19,2017-08-29,2019-10-01,False,,,0.0,373826,23.63,15.04,7.82,19227,15.77,4.65,1.0,309.03,30.0,3.57,18191,12807,12172.5,0.05,3.54,48.3,23.76,81.43,0.86,9.12,3437,123474.97,False,False,False,True,0,102775.82,18787,,Android,IN,CHK_100759
